image,class,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
namaste29.jpeg,1,0.31651,0.35363,-0.39285,0.99996,0.32477,0.33347,-0.37551,0.99994,0.33069,0.33232,-0.37557,0.99992,0.33485,0.33165,-0.37568,0.9999,0.30765,0.33705,-0.37329,0.99994,0.30227,0.33827,-0.37336,0.99993,0.29882,0.33928,-0.37343,0.99994,0.34525,0.34143,-0.23893,0.9999,0.29432,0.35066,-0.23127,0.99996,0.33007,0.37216,-0.33876,0.99998,0.3074,0.37473,-0.33678,0.99998,0.38802,0.45291,-0.12533,0.99977,0.25934,0.46317,-0.12103,0.9999,0.42092,0.60616,-0.17032,0.99041,0.23072,0.61334,-0.18886,0.99511,0.34031,0.57511,-0.35183,0.9808,0.31181,0.57771,-0.38203,0.98439,0.32413,0.55251,-0.3896,0.93669,0.32374,0.55593,-0.41746,0.94222,0.32743,0.53445,-0.37373,0.93298,0.32235,0.54036,-0.40194,0.93197,0.33113,0.53986,-0.34575,0.91598,0.31927,0.54512,-0.37567,0.90489,0.36929,0.70321,-0.00125,0.99588,0.29259,0.70894,0.00145,0.99462,0.36616,0.91479,0.01544,0.43807,0.29527,0.91343,0.04231,0.56453,0.36789,1.076,0.25751,0.08024,0.3062,1.07286,0.26783,0.10897,0.36585,1.10008,0.27493,0.08415,0.30923,1.095,0.28515,0.08152,0.37241,1.13524,0.13329,0.06209,0.31206,1.13633,0.12505,0.10674
nm64.jpeg,1,0.42971,0.32091,-0.33856,0.99958,0.45132,0.30209,-0.31229,0.99983,0.466,0.30123,-0.31226,0.99984,0.47766,0.30009,-0.31249,0.99979,0.40988,0.30274,-0.29583,0.99987,0.39986,0.30263,-0.29577,0.99988,0.39324,0.30243,-0.296,0.99983,0.50758,0.30622,-0.11495,0.99984,0.39528,0.31303,-0.03755,0.99981,0.46032,0.34299,-0.26187,0.99994,0.41528,0.34519,-0.24114,0.99993,0.62792,0.43585,-0.13288,0.99779,0.34052,0.44884,0.08287,0.99718,0.65177,0.63397,-0.22905,0.98283,0.24456,0.63856,-0.16346,0.95026,0.43762,0.53021,-0.32053,0.98309,0.38341,0.52622,-0.50867,0.95211,0.41238,0.49888,-0.31577,0.9626,0.38981,0.48505,-0.52863,0.91236,0.42164,0.4851,-0.27488,0.96024,0.39274,0.46822,-0.46059,0.88943,0.42945,0.49122,-0.29143,0.95657,0.39666,0.47994,-0.48049,0.87743,0.55542,0.7317,-0.09928,0.99959,0.38456,0.71698,0.09901,0.99888,0.60917,0.816,-0.82835,0.9916,0.06397,0.74076,-0.23219,0.94451,0.35135,0.82984,-0.37196,0.35834,0.33249,0.83804,-0.14616,0.33691,0.35022,0.80832,-0.29635,0.42267,0.36609,0.83441,-0.11157,0.27853,0.17271,0.83306,-0.25811,0.3325,0.40122,0.86969,-0.11117,0.34269
nm72.jpeg,1,0.50275,0.1826,-0.37667,0.9998,0.50886,0.16586,-0.352,0.99965,0.51236,0.16532,-0.35203,0.99955,0.51652,0.1649,-0.35209,0.9994,0.49546,0.1666,-0.35105,0.99976,0.4908,0.16662,-0.35116,0.99978,0.48667,0.16675,-0.35123,0.99979,0.52178,0.17049,-0.22175,0.99906,0.48049,0.17459,-0.21766,0.99963,0.51008,0.20273,-0.32869,0.99989,0.49515,0.20224,-0.32767,0.99991,0.55356,0.28686,-0.16931,0.99958,0.44391,0.28254,-0.16041,0.99982,0.59417,0.40699,-0.30158,0.98508,0.41061,0.40585,-0.29124,0.98616,0.51745,0.36177,-0.48573,0.92489,0.48841,0.35725,-0.47303,0.95697,0.50684,0.33436,-0.52097,0.82031,0.49869,0.32916,-0.50552,0.891,0.50652,0.32496,-0.49742,0.81056,0.4974,0.32007,-0.48724,0.87504,0.50838,0.3337,-0.47768,0.73179,0.49564,0.3278,-0.46643,0.81796,0.53126,0.49824,-0.01084,0.99989,0.46371,0.49664,0.01067,0.99986,0.52793,0.6441,-0.31707,0.88907,0.47001,0.63634,-0.26698,0.83446,0.52036,0.56249,0.12306,0.04997,0.47455,0.55776,0.16938,0.0297,0.51794,0.54726,0.17142,0.07203,0.47289,0.54657,0.21857,0.05467,0.52254,0.58076,0.1839,0.074,0.46909,0.58398,0.23304,0.05328
namaste10.jpeg,1,0.50514,0.50539,-1.82032,0.99999,0.57139,0.45019,-1.783,0.99998,0.59705,0.44836,-1.78285,0.99999,0.62049,0.44645,-1.78194,0.99998,0.46662,0.44391,-1.76914,0.99998,0.42866,0.43736,-1.7684,0.99998,0.39854,0.43111,-1.76894,0.99997,0.65817,0.45142,-1.1242,0.99999,0.36108,0.43096,-1.02363,0.99999,0.55061,0.54298,-1.54429,0.99999,0.43182,0.53649,-1.5174,0.99999,0.84781,0.65787,-0.58649,0.99993,0.17162,0.63792,-0.59275,0.99993,0.95381,1.01635,-1.40323,0.93699,0.10458,1.01274,-1.43304,0.8884,0.66799,0.80732,-2.77124,0.99081,0.40296,0.81237,-2.80792,0.98592,0.62208,0.73911,-3.01428,0.98281,0.47433,0.75619,-3.03923,0.97482,0.61194,0.695,-2.8716,0.98478,0.45798,0.70372,-2.94503,0.97482,0.60615,0.71266,-2.74527,0.98009,0.45274,0.72536,-2.79824,0.97371,0.74309,1.24089,-0.05842,0.0192,0.24834,1.23313,0.06555,0.02217,0.7326,1.72563,0.10311,0.00085,0.29285,1.72444,0.60954,0.00056,0.73316,2.15222,1.10165,0.00017,0.31913,2.15652,1.70408,3e-05,0.74045,2.2099,1.14798,0.00019,0.30314,2.21632,1.79108,7e-05,0.68351,2.30546,0.15412,0.00021,0.38262,2.30401,0.76987,0.00014
nm67.jpeg,1,0.44856,0.2918,-1.53229,0.99984,0.48626,0.24501,-1.45461,0.99977,0.5088,0.24504,-1.45504,0.9997,0.52945,0.24536,-1.45446,0.99966,0.4121,0.24241,-1.43961,0.99975,0.38168,0.24134,-1.43965,0.9997,0.35466,0.24105,-1.4403,0.99973,0.56751,0.26363,-0.82989,0.99964,0.31783,0.25505,-0.74487,0.99974,0.48097,0.3393,-1.29383,0.9999,0.40016,0.34058,-1.27279,0.99989,0.72758,0.47657,-0.51004,0.99867,0.17599,0.48331,-0.28527,0.99957,0.77649,0.82191,-1.22726,0.96734,0.11948,0.7976,-0.86223,0.99314,0.53106,0.62483,-2.33695,0.99387,0.4357,0.60453,-1.92631,0.99612,0.49543,0.56169,-2.54592,0.9819,0.46366,0.54139,-2.10784,0.98464,0.51289,0.52699,-2.45025,0.97999,0.43763,0.50636,-2.01824,0.98342,0.51701,0.54355,-2.32167,0.97719,0.43506,0.52121,-1.91176,0.98189,0.69378,0.99739,-0.11967,0.33548,0.34418,1.00295,0.12385,0.41042,0.71623,1.40703,0.09597,0.00424,0.34986,1.42398,0.46949,0.0079,0.72788,1.75022,1.12548,0.00022,0.41163,1.75515,1.37754,0.00021,0.73627,1.80625,1.18247,0.00014,0.40881,1.80546,1.45073,0.00052,0.71276,1.86518,0.39668,0.00021,0.48466,1.87889,0.63751,0.00157
nm88.jpeg,1,0.49073,0.26936,-1.04756,0.99985,0.51095,0.219,-0.99561,0.99981,0.52347,0.21782,-0.99554,0.9998,0.53742,0.21713,-0.99539,0.99977,0.46616,0.22353,-1.01109,0.99986,0.45072,0.22493,-1.01121,0.99987,0.43717,0.22712,-1.01164,0.99988,0.55547,0.23409,-0.58405,0.99978,0.41638,0.24791,-0.64454,0.99994,0.51533,0.32075,-0.88448,0.99996,0.46643,0.32511,-0.90275,0.99997,0.67224,0.51471,-0.2271,0.99989,0.30852,0.49784,-0.39382,0.99991,0.83296,0.87159,-0.47167,0.99465,0.13442,0.86524,-0.6391,0.99673,0.54431,0.82539,-1.13987,0.97525,0.42259,0.83785,-1.16148,0.94554,0.5003,0.77326,-1.26463,0.87821,0.47133,0.78026,-1.27452,0.77695,0.50135,0.73959,-1.20039,0.87179,0.46901,0.74228,-1.22861,0.76569,0.51031,0.7455,-1.12418,0.84446,0.46172,0.75115,-1.14476,0.7459,0.59839,1.01046,0.05628,0.80184,0.36824,1.0076,-0.05397,0.83526,0.58438,1.52359,0.2702,0.03278,0.35345,1.52459,0.14237,0.04059,0.57501,1.91082,0.91753,0.00146,0.36536,1.92147,0.63816,0.002,0.57684,1.97668,0.95925,0.00169,0.35536,1.98684,0.67174,0.00387,0.56893,2.04751,0.51316,0.00141,0.41722,2.06251,0.17571,0.00389
nm71.jpeg,1,0.3814,0.18416,-0.0228,0.99996,0.39096,0.15775,0.0186,0.99999,0.39795,0.15824,0.01865,0.99998,0.40476,0.15886,0.01859,0.99998,0.36983,0.15695,0.01161,0.99999,0.36156,0.15722,0.01155,0.99999,0.3535,0.15794,0.01145,1.0,0.41443,0.175,0.21148,0.99996,0.33589,0.1768,0.17948,1.0,0.39142,0.21575,0.04632,0.99999,0.36597,0.21262,0.03648,1.0,0.45766,0.36383,0.21524,0.99831,0.26496,0.35196,0.16763,0.99948,0.54385,0.56767,0.02459,0.97338,0.17981,0.56857,-0.01291,0.97819,0.41056,0.5708,-0.26841,0.92443,0.34839,0.57122,-0.25548,0.93747,0.39238,0.53629,-0.31016,0.84182,0.37953,0.5338,-0.29259,0.86776,0.39246,0.51942,-0.26959,0.83102,0.38013,0.51709,-0.26575,0.84882,0.39683,0.52867,-0.25183,0.79156,0.37494,0.52684,-0.24067,0.82047,0.43589,0.7292,-0.00052,0.99888,0.31379,0.74691,0.00019,0.99927,0.66943,0.76504,-0.231,0.98914,0.10701,0.85435,-0.38647,0.98397,0.43064,0.81824,-0.04717,0.66447,0.35711,0.83749,-0.14621,0.66302,0.40885,0.79379,-0.01227,0.5164,0.37738,0.80362,-0.10235,0.5405,0.35195,0.82569,-0.05934,0.53016,0.4498,0.86436,-0.15142,0.55803
nm51.jpeg,1,0.52175,0.21654,-0.36184,0.99992,0.5336,0.19121,-0.33989,0.99997,0.53974,0.19006,-0.33991,0.99995,0.54605,0.18937,-0.33996,0.99995,0.51026,0.19212,-0.34228,0.99997,0.50228,0.19129,-0.34238,0.99997,0.49622,0.19064,-0.34244,0.99997,0.55735,0.19239,-0.17037,0.99996,0.48635,0.19419,-0.17876,0.99997,0.53391,0.24232,-0.29311,0.99999,0.50809,0.24306,-0.29579,0.99999,0.61215,0.3188,-0.0828,0.9998,0.4272,0.34078,-0.08722,0.9996,0.67555,0.50956,-0.18874,0.99048,0.387,0.53353,-0.16443,0.98418,0.54247,0.47744,-0.42845,0.91415,0.51225,0.47503,-0.35041,0.93316,0.52428,0.45217,-0.45493,0.8033,0.52867,0.44424,-0.3752,0.86614,0.52556,0.43374,-0.42437,0.78593,0.52667,0.42815,-0.35388,0.84696,0.5295,0.43898,-0.41313,0.73868,0.52334,0.43538,-0.33853,0.79836,0.58069,0.62462,-0.01786,0.99977,0.47506,0.62777,0.01774,0.99966,0.67018,0.73433,-0.42687,0.98114,0.33549,0.77229,-0.34543,0.98281,0.49235,0.71633,-0.12675,0.41425,0.53656,0.73741,-0.08982,0.42937,0.48881,0.68305,-0.08054,0.45916,0.55127,0.69331,-0.04695,0.44048,0.41207,0.70183,-0.11439,0.43239,0.62926,0.74735,-0.05623,0.40445
nm84.jpeg,1,0.5842,0.27487,-1.7999,0.99922,0.61372,0.23651,-1.73262,0.99854,0.63372,0.23601,-1.73247,0.99824,0.65265,0.23549,-1.73254,0.99751,0.54555,0.23704,-1.72222,0.99881,0.51814,0.23683,-1.72285,0.99871,0.49314,0.23696,-1.72345,0.99855,0.6687,0.24676,-1.19391,0.9982,0.44384,0.25217,-1.13165,0.99887,0.61446,0.31826,-1.58814,0.99957,0.53276,0.31719,-1.57269,0.9996,0.83554,0.45418,-0.86255,0.99811,0.2797,0.45032,-0.68424,0.99916,0.90035,0.7662,-1.36867,0.98794,0.18282,0.76086,-1.22337,0.99555,0.60814,0.616,-2.0764,0.98219,0.43374,0.57364,-2.04337,0.99342,0.52327,0.56164,-2.19877,0.89211,0.49591,0.49929,-2.15331,0.94879,0.54945,0.50554,-2.03394,0.87846,0.47368,0.46266,-2.01808,0.93966,0.56773,0.5264,-2.0119,0.88286,0.46389,0.48862,-1.99567,0.9386,0.73661,0.89307,-0.04984,0.90352,0.42448,0.89543,0.05325,0.94575,0.75214,1.23842,0.03391,0.04847,0.43771,1.23006,0.2786,0.09726,0.73676,1.49898,1.32964,0.00018,0.43762,1.50534,1.3443,0.00089,0.74433,1.55008,1.43116,0.00061,0.42584,1.56294,1.43182,0.00125,0.69181,1.62472,0.88469,0.00023,0.46568,1.62187,0.81816,0.00231
namaste26.jpeg,1,0.51189,0.34871,-0.45746,0.99993,0.53406,0.32808,-0.40757,0.99995,0.54649,0.32781,-0.40752,0.99994,0.55707,0.32753,-0.40756,0.99994,0.49228,0.32726,-0.4075,0.99998,0.47864,0.32709,-0.40771,0.99997,0.4697,0.32688,-0.40789,0.99998,0.58026,0.33633,-0.13747,0.9999,0.45848,0.33699,-0.13173,0.99997,0.53733,0.37121,-0.3555,0.99999,0.48865,0.37259,-0.35448,0.99999,0.6966,0.47192,-0.083,0.99883,0.34969,0.46784,-0.09134,0.99981,0.80922,0.64514,-0.32675,0.9888,0.22221,0.63525,-0.35634,0.99601,0.55576,0.59663,-0.68499,0.95656,0.47086,0.59559,-0.65503,0.98477,0.52231,0.55949,-0.71611,0.89903,0.50059,0.55508,-0.68669,0.95341,0.52786,0.54659,-0.64874,0.8871,0.50324,0.54439,-0.61508,0.94123,0.5361,0.55928,-0.65084,0.86271,0.49897,0.55695,-0.61711,0.92698,0.61255,0.74835,-0.01049,0.99992,0.42903,0.74895,0.01055,0.99995,0.79038,0.82422,-0.96656,0.99642,0.22756,0.81665,-0.86945,0.99295,0.3393,0.78732,-0.54313,0.73503,0.63388,0.79638,-0.39106,0.66136,0.318,0.76523,-0.46465,0.74139,0.64931,0.7684,-0.30625,0.629,0.18916,0.77851,-0.52517,0.78561,0.80267,0.78626,-0.34755,0.69736
nm92.jpeg,1,0.4141,0.35946,-0.98488,0.99999,0.43269,0.3097,-0.9398,0.99999,0.44488,0.31047,-0.93959,0.99999,0.45646,0.31163,-0.93902,0.99998,0.39184,0.30643,-0.95128,0.99999,0.37373,0.30576,-0.95146,0.99999,0.358,0.30618,-0.95168,0.99999,0.46772,0.33898,-0.62951,0.99998,0.33169,0.33624,-0.67742,1.0,0.43074,0.42216,-0.86709,0.99998,0.3804,0.41828,-0.8817,0.99999,0.53954,0.63433,-0.37428,0.99911,0.22588,0.66659,-0.49811,0.99969,0.56165,1.02438,-0.67016,0.65208,0.20194,1.09479,-0.71603,0.86828,0.48492,0.8709,-1.22387,0.95597,0.36039,0.91197,-1.11676,0.95345,0.4592,0.75792,-1.3004,0.92586,0.39712,0.81298,-1.1819,0.90935,0.47697,0.70974,-1.23119,0.93195,0.38627,0.75617,-1.12449,0.91945,0.46957,0.73702,-1.20915,0.91775,0.37969,0.7914,-1.09724,0.90249,0.48873,1.25408,0.01191,0.01951,0.27705,1.26201,-0.00944,0.02557,0.47847,1.73028,0.09559,0.00275,0.28935,1.74169,-0.0043,0.00161,0.47704,2.13787,0.55513,0.00017,0.3009,2.15005,0.33112,4e-05,0.47933,2.20535,0.57953,0.00022,0.29236,2.21739,0.35026,7e-05,0.4676,2.28526,0.23539,0.00035,0.3396,2.29103,-0.04388,0.00036
namaste30.jpeg,1,0.72853,0.32007,-0.75581,0.9999,0.74617,0.27608,-0.72047,0.99987,0.75524,0.27624,-0.72047,0.99983,0.76524,0.27653,-0.72028,0.99983,0.71085,0.276,-0.71133,0.99986,0.69793,0.27599,-0.71137,0.99982,0.68577,0.27683,-0.71155,0.99984,0.78146,0.30092,-0.44212,0.99984,0.67192,0.29859,-0.3921,0.99983,0.74856,0.37112,-0.65104,0.99997,0.70437,0.37412,-0.63753,0.99995,0.86126,0.53556,-0.28646,0.99979,0.59815,0.52836,-0.18183,0.99983,0.93097,0.88193,-0.58166,0.98993,0.52759,0.85503,-0.4735,0.99712,0.7797,0.71636,-1.05315,0.99377,0.70104,0.67369,-0.98326,0.99597,0.74885,0.63384,-1.14177,0.96726,0.72362,0.59299,-1.06909,0.97246,0.74566,0.59267,-1.08477,0.9618,0.71887,0.56991,-1.01653,0.96686,0.75186,0.6243,-1.03713,0.96264,0.71714,0.59522,-0.97082,0.96876,0.81277,1.02805,-0.04288,0.81902,0.65016,1.02834,0.04498,0.85651,0.82187,1.46864,0.12604,0.00305,0.64693,1.47141,0.285,0.00744,0.81746,1.81582,0.66749,0.00014,0.65274,1.81741,0.75522,0.00017,0.82145,1.87684,0.70243,0.00015,0.64746,1.87549,0.79439,0.00037,0.80251,1.93727,0.34563,0.0001,0.67759,1.95123,0.42238,0.00084
nm106.jpeg,1,0.51819,0.31957,-1.34611,0.99982,0.54286,0.28047,-1.29194,0.99969,0.55569,0.27967,-1.2921,0.99963,0.56779,0.27905,-1.29208,0.99947,0.49701,0.28225,-1.2908,0.9997,0.48211,0.28247,-1.2912,0.9997,0.46861,0.28306,-1.29165,0.99964,0.58359,0.29307,-0.86961,0.99953,0.45261,0.30034,-0.85792,0.9998,0.54221,0.3638,-1.18202,0.99993,0.4921,0.36498,-1.18089,0.99994,0.67704,0.51913,-0.56488,0.9989,0.34849,0.51646,-0.49758,0.99911,0.7383,0.8721,-0.93536,0.97876,0.2619,0.89393,-0.77474,0.98897,0.5937,0.73687,-1.69779,0.9843,0.41829,0.76802,-1.56557,0.96653,0.54464,0.68924,-1.8453,0.93087,0.45684,0.73234,-1.70752,0.87303,0.55381,0.65286,-1.78897,0.92699,0.45113,0.68376,-1.66851,0.87719,0.5607,0.66732,-1.68839,0.91246,0.44603,0.69586,-1.56297,0.8614,0.62631,0.98696,-0.04259,0.63755,0.42975,0.99465,0.04531,0.691,0.64179,1.41082,0.01409,0.01102,0.43245,1.41533,0.18945,0.0151,0.64857,1.74226,0.94337,8e-05,0.44331,1.7427,1.03554,0.00024,0.65699,1.80551,1.0076,5e-05,0.43568,1.80406,1.1056,0.00041,0.62655,1.87121,0.52095,6e-05,0.49594,1.87757,0.57286,0.00116
namaste31.jpeg,1,0.57853,0.32679,-0.82355,0.99921,0.59679,0.28464,-0.77897,0.99831,0.60631,0.28289,-0.77902,0.99815,0.61593,0.28163,-0.77892,0.99723,0.56258,0.28639,-0.78097,0.99882,0.55132,0.28521,-0.78124,0.99907,0.54237,0.28424,-0.78161,0.9991,0.63371,0.29287,-0.47363,0.99808,0.53191,0.29797,-0.4734,0.99945,0.59953,0.37214,-0.70556,0.99973,0.55948,0.37575,-0.70691,0.99984,0.71978,0.51985,-0.26501,0.99872,0.45515,0.52776,-0.28436,0.99892,0.83673,0.79852,-0.56714,0.99601,0.35024,0.81991,-0.56271,0.99443,0.61737,0.76825,-1.03375,0.97554,0.553,0.76295,-1.03037,0.94486,0.5851,0.71428,-1.12573,0.86914,0.59053,0.70154,-1.12719,0.80333,0.59014,0.69476,-1.05474,0.86391,0.59022,0.68352,-1.06851,0.8042,0.59717,0.70842,-1.01129,0.82539,0.58167,0.70245,-1.01238,0.75027,0.66323,1.00098,-0.01113,0.47863,0.50833,0.99801,0.01317,0.49942,0.65857,1.41941,-0.10227,0.07531,0.51096,1.39952,-0.12914,0.05985,0.66013,1.72589,0.46143,0.00101,0.51886,1.72503,0.31103,0.00244,0.66453,1.77991,0.49637,0.00061,0.51656,1.78594,0.34033,0.00238,0.64219,1.85062,0.14296,0.00123,0.54406,1.84356,-0.05279,0.01093
nm93.jpeg,1,0.37596,0.38525,-0.46826,0.99988,0.38855,0.34388,-0.43699,0.99979,0.39479,0.34344,-0.43721,0.99977,0.40055,0.34314,-0.43705,0.99973,0.36392,0.34395,-0.43712,0.99983,0.35452,0.34408,-0.43718,0.99984,0.3469,0.34417,-0.43752,0.99987,0.41368,0.3535,-0.20653,0.9997,0.337,0.35709,-0.20216,0.99986,0.39009,0.42335,-0.37921,0.99991,0.36051,0.42258,-0.37941,0.99994,0.47089,0.57729,-0.06546,0.99954,0.27586,0.57824,-0.04479,0.99974,0.52741,0.91008,-0.30551,0.98124,0.20238,0.8868,-0.25326,0.99016,0.38916,0.81633,-0.7152,0.96994,0.33282,0.81828,-0.68954,0.95691,0.36496,0.75541,-0.79165,0.90649,0.3568,0.75437,-0.76966,0.87388,0.36834,0.73233,-0.75207,0.90701,0.35802,0.73283,-0.74209,0.8744,0.37391,0.73809,-0.70588,0.86197,0.35448,0.74228,-0.68411,0.83957,0.43429,1.11286,-0.01827,0.22504,0.30099,1.10678,0.0198,0.29808,0.42768,1.51449,-0.04246,0.03327,0.30155,1.48964,-0.06663,0.04373,0.42665,1.87533,0.19729,0.00148,0.30737,1.86301,0.08934,0.00358,0.42854,1.92734,0.20263,0.00074,0.3035,1.91947,0.09444,0.0057,0.40985,1.99827,-0.09158,0.00139,0.32551,1.98196,-0.21028,0.01053
namaste27.jpeg,1,0.54191,0.24376,-0.83755,0.99982,0.56108,0.19486,-0.79984,0.99968,0.57335,0.19431,-0.79979,0.99971,0.58481,0.19442,-0.79953,0.99959,0.52026,0.19914,-0.79228,0.99969,0.5066,0.20137,-0.79226,0.99973,0.49398,0.20493,-0.79266,0.9997,0.60337,0.21284,-0.48794,0.99967,0.48038,0.22711,-0.44292,0.99975,0.56688,0.29682,-0.71902,0.99992,0.52011,0.30892,-0.70667,0.99992,0.7113,0.5045,-0.30966,0.99944,0.39159,0.5149,-0.22835,0.99975,0.77111,0.91302,-0.67042,0.98843,0.31997,0.90057,-0.5978,0.99457,0.58277,0.71491,-1.22723,0.99034,0.50572,0.72836,-1.21047,0.98985,0.55635,0.63631,-1.33057,0.95845,0.53678,0.65175,-1.31523,0.95559,0.55908,0.6047,-1.26164,0.95404,0.53078,0.61112,-1.25963,0.94816,0.56392,0.62873,-1.20798,0.95079,0.52627,0.63605,-1.19739,0.94747,0.66478,1.12536,-0.04908,0.41221,0.44991,1.12947,0.05171,0.44654,0.65235,1.58971,0.09752,0.00602,0.43987,1.5905,0.28136,0.00865,0.65315,1.99526,0.60758,0.00058,0.45358,1.99163,0.76294,0.00039,0.66052,2.06226,0.63453,0.00056,0.44837,2.05534,0.79997,0.00085,0.62891,2.14282,0.20471,0.00046,0.49009,2.14884,0.36651,0.00147
nm85.jpeg,1,0.48977,0.19405,-0.59662,0.99979,0.50639,0.16836,-0.54428,0.99928,0.51495,0.17027,-0.54426,0.99968,0.52344,0.1726,-0.54377,0.9992,0.47699,0.16954,-0.55367,0.99904,0.46532,0.17266,-0.55405,0.99953,0.45461,0.17554,-0.55438,0.99886,0.54329,0.21901,-0.27156,0.99954,0.43975,0.22195,-0.30879,0.99951,0.51053,0.25962,-0.49908,0.99947,0.46835,0.25527,-0.51062,0.99933,0.61439,0.53735,-0.16472,0.99817,0.37428,0.53941,-0.23116,0.99821,0.58595,0.90202,-0.52974,0.96167,0.41026,0.91382,-0.50795,0.93225,0.54359,0.57084,-0.98072,0.99825,0.47758,0.57205,-0.84676,0.99867,0.54926,0.49424,-1.05927,0.9952,0.48568,0.47974,-0.91493,0.99662,0.557,0.47157,-1.00363,0.99482,0.47208,0.45953,-0.8807,0.99606,0.5531,0.49023,-0.97205,0.99464,0.47119,0.49058,-0.84211,0.99592,0.56624,1.05735,0.01655,0.24991,0.4069,1.08885,-0.01452,0.28516,0.57481,1.50105,0.05503,0.00158,0.42103,1.48285,-0.09442,0.00111,0.57227,1.86941,0.42859,2e-05,0.42462,1.8639,0.19919,4e-05,0.57565,1.93525,0.44693,7e-05,0.41922,1.93615,0.2162,4e-05,0.55567,2.00865,0.13362,4e-05,0.44451,1.98315,-0.13493,0.00016
namaste6.jpeg,1,0.53067,0.3262,-1.02632,0.99873,0.5524,0.26951,-0.97321,0.99671,0.56672,0.27047,-0.97319,0.99709,0.57997,0.27135,-0.97305,0.99524,0.49904,0.26728,-0.9738,0.99798,0.48097,0.26845,-0.97364,0.99861,0.46499,0.27072,-0.97418,0.99849,0.5936,0.29794,-0.57561,0.9975,0.44318,0.30418,-0.55848,0.99914,0.55953,0.39638,-0.87117,0.99931,0.49635,0.3982,-0.86732,0.99961,0.71671,0.61844,-0.34562,0.99822,0.3222,0.58748,-0.34814,0.99921,0.86306,0.90599,-0.68613,0.95634,0.15528,0.94179,-0.81381,0.98058,0.57018,0.94112,-1.11565,0.88596,0.41584,0.93472,-1.46874,0.94365,0.49148,0.89588,-1.22229,0.67864,0.48269,0.87428,-1.60729,0.84751,0.47254,0.88768,-1.12836,0.67941,0.49509,0.81421,-1.52737,0.84632,0.50533,0.85672,-1.08453,0.65431,0.47552,0.83822,-1.44637,0.82099,0.62704,1.35322,-0.03411,0.0696,0.3597,1.34248,0.03708,0.08618,0.60338,1.92574,0.24407,0.01436,0.3488,1.91914,0.27701,0.01061,0.59247,2.41264,0.91967,0.00212,0.35369,2.40931,0.83279,0.00078,0.59616,2.48383,0.9605,0.00133,0.35037,2.47985,0.87434,0.00098,0.55929,2.6016,0.45373,0.00129,0.38307,2.6029,0.33587,0.00205
nm50.jpeg,1,0.4891,0.29393,-0.00311,0.99992,0.49848,0.27598,0.03337,0.99998,0.50463,0.27521,0.03345,0.99996,0.51075,0.27455,0.03344,0.99998,0.47921,0.27941,0.0284,0.99999,0.47284,0.28095,0.0284,0.99998,0.46771,0.28254,0.02838,0.99999,0.51961,0.28501,0.19145,0.99996,0.46059,0.29572,0.16909,0.99999,0.50268,0.31603,0.05244,0.99999,0.47962,0.31945,0.04557,0.99999,0.57687,0.43679,0.18009,0.99804,0.41309,0.44475,0.15723,0.99903,0.64068,0.56712,0.02019,0.98679,0.3437,0.58337,-0.0189,0.99491,0.51454,0.50895,-0.1388,0.97327,0.46669,0.51321,-0.1625,0.96945,0.49475,0.48252,-0.15965,0.9184,0.48307,0.48509,-0.18173,0.88567,0.49499,0.4712,-0.11579,0.9042,0.48206,0.47518,-0.13986,0.84877,0.49922,0.48099,-0.11985,0.88328,0.47966,0.48499,-0.14259,0.82467,0.53763,0.71429,0.00246,0.99948,0.44652,0.7147,-0.00247,0.9995,0.64787,0.7056,-0.44857,0.98718,0.32107,0.7783,-0.42944,0.97774,0.44799,0.77818,-0.26157,0.57782,0.5202,0.79362,-0.27921,0.64974,0.42693,0.7556,-0.22756,0.5626,0.53483,0.76969,-0.24945,0.53241,0.36575,0.78861,-0.28171,0.64241,0.60857,0.78733,-0.31385,0.64845
